,category,total_items_in_category,best_seller_product,total_visits,price,currency,sold,creation_date,country,state,brand,average_product_rating,seller_id
147,"Libros, Revistas y Comics",2218432,Uno Siempre Cambia El Amor De Su Vida - Amalia Andrade/nuevo,6220.0,15000.0,COP,200.0,13-04-2022,Colombia,Bogotá D.C.,No,0.0,540612729
148,"Música, Películas y Series",147646,Álbum Bts Proof Compact Edition 2022 Original + Póster Kpop,1258.0,167998.0,COP,5.0,21-06-2022,Colombia,Bogotá D.C.,1,0.0,263065566
149,"Recuerdos, Piñatería y Fiestas",700179,Inflador De Globos Electrico 600 Watts Doble Boquilla,118689.0,70000.0,COP,500.0,02-03-2018,Colombia,Bogotá D.C.,Picos adaptadores,4.7,60805616
150,Relojes y Joyas,1216696,Pulso Manilla Repuesto Original Xiaomi Mi Band 5 / 6,2582.0,4990.0,COP,295.0,29-11-2021,Colombia,Antioquia,Goma,4.0,263751079
151,Ropa y Accesorios,3110400,Crocs Literide Clog Hombre Y Dama,47992.0,72123.0,COP,1165.0,01-03-2022,Colombia,Valle Del Cauca,Adultos,4.8,534798942
152,Salud y Equipamiento Médico,567321,Tensiómetro Digital Brazo Presión Arteri Función Voz+estuche,64198.0,79900.0,COP,5000.0,20-01-2021,Colombia,Bogotá D.C.,De brazo,4.7,208307959
153,Servicios,2879,not found,0.0,0.0,not found,0.0,00-00-0000,Colombia,not found,not found,0.0,not found
154,Otras categorías,415989,Kit Tatuaje Tatuar Tattoo 2 Maquinas Profesionales,127708.0,279900.0,COP,500.0,21-01-2020,Colombia,Risaralda,3 días,4.9,284385084
155,Accesorios para Vehículos,7727903,Servicio De Envío Express De Telepase Mercado Pago,1114836.0,200.0,ARS,50000.0,27-11-2020,Argentina,Buenos Aires,Telepase,4.2,679055037
156,Agro,13853,Hilo Electroplastico 6 Hilos Acero 500m Alambrados Boyeros,30463.0,3299.0,ARS,500.0,16-10-2020,Argentina,Santa Fe,Electroplast,4.7,231646489
157,Alimentos y Bebidas,380653,Café au lait en cápsula Nescafé Dolce Gusto 16 u,0.0,899.0,ARS,94367.0,15-10-2020,Argentina,Buenos Aires,Nescafé Dolce Gusto,4.9,382204482
158,Animales y Mascotas,209499,Alimento Excellent Adult para gato adulto sabor pollo y arroz en bolsa de 7.5 kg,0.0,6500.0,ARS,33618.0,06-12-2017,Argentina,Buenos Aires,Purina,4.8,727704382
159,Antigüedades y Colecciones,506165,Cafetera Atma Desayuno CA8143 semi automática negra de filtro 220V,0.0,6649.0,ARS,6384.0,02-10-2019,Argentina,Capital Federal,Atma,4.6,4641264
160,"Arte, Librería y Mercería",488523,Kit 10 Resmas Pampa A4 70 G Papel Blanco Caja X10 U,18295.0,9400.0,ARS,500.0,14-02-2022,Argentina,Capital Federal,Pampa,4.9,214988544
161,"Autos, Motos y Otros",181190,not found,0.0,0.0,not found,0.0,00-00-0000,Argentina,not found,not found,0.0,not found
162,Bebés,250253,Pañales Pampers Premium Care  XXG 54 u,0.0,2970.0,ARS,94051.0,15-10-2020,Argentina,Buenos Aires,Pampers,4.9,91560641
163,Belleza y Cuidado Personal,589870,Sérum L'oréal Paris Revitalift Ácido Hialurónico X 30ml,402522.0,2185.0,ARS,5000.0,29-09-2021,Argentina,Buenos Aires,1,4.6,608885756
164,Cámaras y Accesorios,77567,Tarjeta de memoria Kingston SDCS2SP  Canvas Select Plus con adaptador SD 128GB,0.0,3324.0,ARS,20542.0,20-07-2020,Argentina,Buenos Aires,Kingston,4.6,91046830
165,Celulares y Teléfonos,415734,Auriculares in-ear inalámbricos F9 negro,0.0,2175.0,ARS,25587.0,07-12-2021,Argentina,Capital Federal,Genérica,0.0,157391331
166,Computación,707238,Disco sólido interno Kingston SA400S37/240G 240GB negro,0.0,5339.0,ARS,59708.0,05-04-2022,Argentina,Buenos Aires,Kingston,4.8,210728070
167,Consolas y Videojuegos,103626,Joystick inalámbrico Sony PlayStation Dualshock 4 jet black,0.0,10875.0,ARS,47196.0,02-08-2018,Argentina,Capital Federal,Sony,4.6,1157343463
168,Construcción,704958,Bomba Presurizadora De Agua Elevadora Presion 9 Metros 220v,452791.0,8855.18,ARS,5150.0,16-11-2018,Argentina,Capital Federal,Femmto,4.6,113746522
169,Deportes y Fitness,739437,"Xiaomi Mi Smart Band 6 1.56"" caja de  plástico pc  black, malla  black de  tpu y aleación de aluminio XMSH15HM",0.0,7820.0,ARS,114612.0,13-04-2021,Argentina,Buenos Aires,Xiaomi,4.7,44994779
170,Electrodomésticos y Aires Ac.,336549,Pava eléctrica Liliana AP975 Tempomate negra 220V - 240V 1.7L,0.0,6890.0,ARS,16099.0,19-02-2018,Argentina,Buenos Aires,Liliana,4.6,3135574
171,"Electrónica, Audio y Video",520242,Auriculares in-ear gamer inalámbricos Xiaomi Redmi AirDots 2 negro,0.0,3650.0,ARS,241502.0,05-10-2020,Argentina,Capital Federal,Chongqing Qianxing Technology,4.6,1148954315
172,Entradas para Eventos,2908,"Bono Contribución - Expedición Sonrisa Los Hornos, La Plata",1217.0,400.0,ARS,250.0,24-06-2021,Argentina,Buenos Aires,Bono contribución - Expedición Sonrisa Los Hornos - La Plata,0.0,259551928
173,Herramientas,495640,Amoladora angular Black+Decker G720N naranja 820 W 220 V Llaves,0.0,8299.0,ARS,57630.0,03-08-2015,Argentina,Córdoba,Black+Decker,4.7,493091840
174,"Hogar, Muebles y Jardín",2522639,"Tira Luces Led 5050 Rgb, Kit Completo,control Y Fuente",1232150.0,2510.07,ARS,50000.0,18-03-2021,Argentina,Capital Federal,RGB,4.4,415105106
175,Industrias y Oficinas,348090,Kit Mercado Pago Point Mini + Qr,1235620.0,499.0,ARS,5000.0,23-07-2021,Argentina,Capital Federal,Mercado Pago,4.3,228415881
176,Inmuebles,670991,not found,0.0,0.0,not found,0.0,00-00-0000,Argentina,not found,not found,0.0,not found
177,Instrumentos Musicales,239581,Guitarra Criolla Clasica Nuevas Calidad Con Funda Pua Manual,702318.0,12349.05,ARS,2000.0,23-12-2017,Argentina,Capital Federal,Guitarra Criolla,4.5,113746522
178,Joyas y Relojes,337548,"Smartwatch Microwear W26 1.75"" caja de  aleación de zinc  negra, malla  negra",0.0,5499.0,ARS,9141.0,02-10-2020,Argentina,Buenos Aires,Microwear,4.1,1002842391
179,Juegos y Juguetes,880665,Peluche Pokemon Varios Personajes Principales Pikachu 22cm,105675.0,1890.0,ARS,4561.0,02-06-2021,Argentina,Capital Federal,Pokemon,4.6,441571605
180,"Libros, Revistas y Comics",10874487,Habitos Atomicos - James Clear - Ed. Paidos,4920.0,2950.0,ARS,500.0,29-05-2019,Argentina,Capital Federal,Papel,4.9,49117916
181,"Música, Películas y Series",1219045,Bts Proof Compact Edition 3 Cd + Booklet Nuevo Importado,18931.0,7900.0,ARS,250.0,07-05-2022,Argentina,Capital Federal,3,4.8,201200841
182,Ropa y Accesorios,2168034,Zapatillas Jaguar Oficial Deportiva Art. # 918 Urbana Hombre Y Mujer,4792383.0,4174.0,ARS,13600.0,15-07-2019,Argentina,Buenos Aires,Cordones,4.2,278944476
183,Salud y Equipamiento Médico,208390,Kit Tensiometro Digital + Oximetro Dedo Y Termometro Digital,509163.0,6699.0,ARS,5000.0,01-10-2021,Argentina,Capital Federal,Manual,4.6,394109866
184,Servicios,20106,not found,0.0,0.0,not found,0.0,00-00-0000,Argentina,not found,not found,0.0,not found
185,"Souvenirs, Cotillón y Fiestas",337540,"Bolsa De 25 Globos Perlados 12 Fiesta, Decoración, Cumple",57949.0,780.0,ARS,5505.0,13-04-2021,Argentina,Buenos Aires,Latex,4.3,627469356
186,Otras categorías,463825,Sahumerios Satya Nag Champa - 12 Unidades,204201.0,2367.0,ARS,2042.0,22-04-2020,Argentina,Capital Federal,Satya,4.8,191914203
187,Accesorios para Vehículos,181,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
188,Agro,1,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
189,Arte y Antigüedades,77,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
190,"Autos, Motos y Otros",75,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
191,Cámaras Digitales y Foto.,130,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
192,Celulares y Teléfonos,511,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
193,Coleccionables y Hobbies,1,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
194,Computación,677,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
195,Consolas y Videojuegos,149,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
196,Deportes y Fitness,299,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
197,"Electrónica, Audio y Video",419,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
198,Hogar y Electrodomésticos,387,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
199,Indumentaria y Accesorios,74,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
200,Inmuebles,1781,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
201,Instrumentos Musicales,349,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
202,Joyas y Relojes,39,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
203,Juegos y Juguetes,764,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
204,"Libros, Revistas y Comics",23,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
205,Música y Películas,14,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
206,Servicios,1691,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
207,Otras categorías,496,not found,0.0,0.0,not found,0.0,00-00-0000,Guatemala,not found,not found,0.0,not found
208,Accesorios para Vehículos,92,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
209,Agro,7,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
210,Arte y Antigüedades,38,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
211,"Autos, Motos y Otros",341,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
212,Cámaras Digitales y Foto.,310,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
213,Celulares y Teléfonos,716,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
214,Coleccionables y Hobbies,1,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
215,Computación,1331,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
216,Consolas y Videojuegos,168,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
217,Deportes y Fitness,253,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
218,"Electrónica, Audio y Video",537,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
219,Hogar y Electrodomésticos,306,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
220,Indumentaria y Accesorios,31,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
221,Inmuebles,78,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
222,Instrumentos Musicales,421,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
223,Joyas y Relojes,14,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
224,Juegos y Juguetes,17,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
225,"Libros, Revistas y Comics",7,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
226,Música y Películas,4,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
227,Servicios,201,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
228,Otras categorías,367,not found,0.0,0.0,not found,0.0,00-00-0000,Bolivia,not found,not found,0.0,not found
229,Accesorios para Vehículos,20647,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
230,Agro,63,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
231,Animales y Mascotas,1456,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
232,Arte y Antigüedades,1655,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
233,"Autos, Motos y Otros",223,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
234,Bebés,986,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
235,Cámaras y Fotografía,1999,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
236,Celulares y Teléfonos,7915,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
237,Coleccionables y Hobbies,54,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
238,Computación,13744,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
239,Consolas y Videojuegos,1928,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
240,Construcción,269,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
241,Deportes y Fitness,3616,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
242,Electrodomésticos,12087,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
243,"Electrónica, Audio y Video",5581,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
244,Herramientas,1628,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
245,"Hogar, Muebles y Jardín",6991,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
246,Industrias y Oficinas,1299,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
247,Inmuebles,598,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
248,Instrumentos Musicales,418,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
249,Joyas y Relojes,2194,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
250,Juegos y Juguetes,1921,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
251,"Libros, Revistas y Comics",5212,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
252,Música y Películas,302,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
253,Ropa y Accesorios,2353,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
254,Salud y Belleza,4179,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
255,Servicios,268,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
256,Otras categorías,5244,not found,0.0,0.0,not found,0.0,00-00-0000,Costa Rica,not found,not found,0.0,not found
257,Accesorios para Vehículos,3861331,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
258,Agro,11259,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
259,Alimentos y Bebidas,14275,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
260,Animales y Mascotas,30143,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
261,Antigüedades y Colecciones,24282,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
262,"Arte, Papelería y Mercería",90426,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
263,Bebés,52880,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
264,Cámaras y Accesorios,96106,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
265,"Carros, Motos y Otros",4693,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
266,Celulares y Teléfonos,232383,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
267,Computación,321079,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
268,Consolas y Videojuegos,25283,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
269,Construcción,299011,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
270,Deportes y Fitness,168549,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
271,Electrodomésticos,129952,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
272,"Electrónica, Audio y Video",164076,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
273,Estética y Belleza,157733,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
274,Herramientas,325822,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
275,Hogar y Muebles,452947,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
276,Industrias,177395,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
277,Inmuebles,219651,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
278,Instrumentos Musicales,36997,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
279,Juegos y Juguetes,148776,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
280,"Libros, Revistas y Comics",226404,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
281,"Música, Películas y Series",52384,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
282,"Recuerdos, Cotillón y Fiestas",47594,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
283,"Relojes, Joyas y Bisutería",40568,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
284,"Ropa, Zapatos y Accesorios",224448,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
285,Servicios,3763,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
286,Otras Categorías,147529,not found,0.0,0.0,not found,0.0,00-00-0000,Venezuela,not found,not found,0.0,not found
287,Accesorios para Vehículos,979,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
288,Agro,246,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
289,Arte y Antigüedades,208,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
290,Cámaras Digitales y Foto,247,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
291,"Carros, Motos y Otros",7509,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
292,Celulares y Teléfonos,660,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
293,Coleccionables y Hobbies,7,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
294,Computación,2018,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
295,Consolas y Videojuegos,1455,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
296,Deportes y Fitness,677,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
297,Electrónica Audio Video,1125,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
298,Hogar y Electrodomésticos,6486,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
299,Inmuebles,109752,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
300,Instrumentos Musicales,220,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
301,Juegos y Juguetes,118,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
302,"Libros, Revistas y Comics",169,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
303,Música y Películas,11,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
304,"Ropa, Relojes y Lentes",693,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
305,Servicios,6647,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
306,Otras categorías,3791,not found,0.0,0.0,not found,0.0,00-00-0000,Dominicana,not found,not found,0.0,not found
307,Accesorios para Vehículos,27,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
308,Agro,2,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
309,Arte y Antigüedades,19,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
310,"Autos, Motos y Otros",19,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
311,Cámaras Digitales y Foto.,18,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
312,Celulares y Teléfonos,46,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
313,Coleccionables y Hobbies,9,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
314,Computación,132,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
315,Consolas y Videojuegos,9,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
316,Deportes y Fitness,60,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
317,"Electrónica, Audio y Video",50,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
318,Hogar y Electrodomésticos,36,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
319,Indumentaria y Accesorios,20,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
320,Inmuebles,43,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
321,Instrumentos Musicales,76,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
322,Joyas y Relojes,5,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
323,Juegos y Juguetes,1,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
324,"Libros, Revistas y Comics",3,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
325,Música y Películas,2,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
326,Servicios,96,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
327,Otras categorías,77,not found,0.0,0.0,not found,0.0,00-00-0000,Nicaragua,not found,not found,0.0,not found
328,Accesorios para Vehículos,19794,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
329,Agro,6,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
330,Arte y Antigüedades,103,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
331,Cámaras Digitales y Foto,15,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
332,"Carros, Motos y Otros",238,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
333,Celulares y Teléfonos,188,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
334,Coleccionables y Hobbies,4,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
335,Computación,267,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
336,Consolas y Videojuegos,42,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
337,Deportes y Fitness,50,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
338,Electrónica Audio Video,107,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
339,Hogar y Electrodomésticos,83,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
340,Inmuebles,5276,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
341,Instrumentos Musicales,55,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
342,Juegos y Juguetes,16,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
343,"Libros, Revistas y Comics",8,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
344,Música y Películas,3,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
345,"Ropa, Relojes y Lentes",66,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
346,Servicios,814,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
347,Otras categorías,520,not found,0.0,0.0,not found,0.0,00-00-0000,Panamá,not found,not found,0.0,not found
348,Accesorios para Vehículos,37,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
349,Agro,4,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
350,Arte y Antigüedades,14,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
351,"Autos, Motos y Otros",10,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
352,Cámaras Digitales y Foto.,77,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
353,Celulares y Teléfonos,156,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
354,Coleccionables y Hobbies,5,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
355,Computación,226,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
356,Consolas y Videojuegos,32,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
357,Deportes y Fitness,85,not found,0.0,0.0,not found,0.0,00-00-0000,Honduras,not found,not found,0.0,not found
